word	raw_rating	conc_aligned
后劲	3.393	2.607
恢复	3.129	2.871
活塞	1.871	4.129
鸡屎	1.161	4.839
计划	2.871	3.129
寄信	1.645	4.355
加倍	2.871	3.129
奸臣	2.000	4.000
肩负	3.367	2.633
将近	3.724	2.276
交替	3.207	2.793
届满	3.179	2.821
经典	3.710	2.290
精神	3.800	2.200
决胜	3.226	2.774
恐惧	3.065	2.935
跨栏	1.613	4.387
宽衣	2.097	3.903
浪费	2.645	3.355
厘米	1.613	4.387
遴选	3.321	2.679
旅游	2.032	3.968
妈妈	1.167	4.833
美景	2.433	3.567
妹夫	1.533	4.467
蒙蔽	3.548	2.452
秒钟	1.600	4.400
明亮	2.613	3.387
明喻	3.679	2.321
命案	2.129	3.871
目睹	2.452	3.548
殴打	1.677	4.323
呕吐	1.516	4.484
气泡	1.581	4.419
欠债	2.226	3.774
青草	1.323	4.677
球队	1.467	4.533
锐角	1.677	4.323
砂石	1.516	4.484
商场	1.452	4.548
生病	2.387	3.613
圣地	3.167	2.833
食谱	1.774	4.226
试验	2.742	3.258
术士	3.034	2.966
述说	3.097	2.903
霜降	2.200	3.800
水蛇	1.419	4.581
水源	1.806	4.194
死囚	1.742	4.258
挑逗	3.613	2.387
厅堂	1.774	4.226
同胞	2.161	3.839
突破	3.290	2.710
椭圆	1.806	4.194
外汇	2.300	3.700
玩具	1.467	4.533
威逼	3.387	2.613
威吓	3.129	2.871
围墙	1.533	4.467
稳重	3.355	2.645
问候	3.067	2.933
武打	2.774	3.226
西藏	1.129	4.871
下降	2.645	3.355
卸妆	1.935	4.065
辛辣	2.452	3.548
匈奴	1.903	4.097
学童	1.677	4.323
雪茄	1.290	4.710
徇私	3.548	2.452
演奏	2.323	3.677
洋葱	1.161	4.839
疑云	3.933	2.067
意识	4.290	1.710
影射	4.000	2.000
油画	1.806	4.194
浴缸	1.226	4.774
预想	3.806	2.194
源自	4.036	1.964
赠品	2.000	4.000
战机	1.800	4.200
长城	1.161	4.839
照常	3.621	2.379
箴言	2.893	3.107
阵亡	2.258	3.742
止渴	2.400	3.600
指定	2.742	3.258
指控	3.032	2.968
皱眉	1.484	4.516
祝福	3.065	2.935
筑巢	2.097	3.903
转机	3.433	2.567
装傻	2.733	3.267
装置	2.097	3.903
总统	1.290	4.710
醉拳	2.097	3.903
尊重	3.419	2.581
按摩	2.161	3.839
白热	3.630	2.370
被害	2.806	3.194
玻璃	1.258	4.742
参考	3.387	2.613
灿烂	3.548	2.452
茶叶	1.129	4.871
差异	3.452	2.548
常温	2.516	3.484
超度	4.074	1.926
超重	2.161	3.839
吵架	1.871	4.129
吵闹	2.355	3.645
冲劲	3.677	2.323
喘息	2.387	3.613
磁力	2.935	3.065
此后	3.759	2.241
刀剑	1.355	4.645
诋毁	3.484	2.516
抵达	2.516	3.484
电脑	1.097	4.903
定局	3.161	2.839
短片	1.806	4.194
发泄	3.290	2.710
泛舟	2.419	3.581
费解	3.548	2.452
分秒	2.167	3.833
尴尬	3.742	2.258
挂念	3.516	2.484
关照	3.226	2.774
归功	3.645	2.355
诡诈	3.806	2.194
黑暗	2.226	3.774
护照	1.290	4.710
花甲	2.207	3.793
诙谐	3.767	2.233
挥霍	3.419	2.581
祸患	3.258	2.742
加刑	2.839	3.161
健康	2.867	3.133
介绍	2.700	3.300
金牌	1.367	4.633
局促	3.533	2.467
卡片	1.323	4.677
慨叹	3.300	2.700
刻意	3.548	2.452
垦荒	2.233	3.767
快餐	1.516	4.484
款待	2.677	3.323
唠叨	2.677	3.323
连锁	3.067	2.933
灵感	3.968	2.032
流程	2.871	3.129
茫然	4.065	1.935
梦境	3.581	2.419
灭绝	2.742	3.258
母舰	1.833	4.167
奶粉	1.129	4.871
恼火	3.355	2.645
盘子	1.290	4.710
泡茶	1.710	4.290
漂浮	2.484	3.516
平定	3.065	2.935
仆役	1.900	4.100
企鹅	1.065	4.935
强弱	3.586	2.414
峭壁	1.613	4.387
青春	3.355	2.645
轻微	3.633	2.367
情势	3.677	2.323
雀斑	1.581	4.419
日历	1.452	4.548
如此	3.750	2.250
入夜	2.677	3.323
赊账	2.484	3.516
申辩	2.871	3.129
生殖	2.129	3.871
省却	3.464	2.536
失火	2.000	4.000
实施	2.935	3.065
事故	2.129	3.871
手感	3.129	2.871
双子	3.292	2.708
水母	1.323	4.677
水塘	1.226	4.774
司仪	1.677	4.323
思乡	3.613	2.387
锁链	1.613	4.387
他人	2.742	3.258
踏实	3.419	2.581
太多	3.172	2.828
梯形	1.774	4.226
提升	3.267	2.733
天色	2.581	3.419
条理	3.290	2.710
调整	3.367	2.633
同义	3.200	2.800
微笑	1.968	4.032
无力	3.516	2.484
系统	2.800	3.200
纤维	2.258	3.742
香烟	1.226	4.774
镶嵌	2.968	3.032
向心	3.400	2.600
亚裔	1.839	4.161
样子	3.194	2.806
一切	3.741	2.259
义演	2.655	3.345
淤积	3.133	2.867
怨言	3.000	3.000
在乎	3.355	2.645
糟蹋	2.867	3.133
张贴	1.968	4.032
障碍	2.806	3.194
遮掩	2.935	3.065
知名	3.133	2.867
直观	3.677	2.323
致病	3.138	2.862
中庭	2.522	3.478
钟楼	1.448	4.552
骤雨	1.742	4.258
资源	3.100	2.900
纵情	3.833	2.167
安慰	2.792	3.208
白骨	2.292	3.708
不对	2.417	3.583
不再	3.565	2.435
菜苗	1.958	4.042
蚕豆	1.375	4.625
茶壶	1.500	4.500
痴心	3.750	2.250
臭氧	2.042	3.958
窗口	2.167	3.833
瓷器	1.583	4.417
从政	2.917	3.083
村镇	1.833	4.167
大便	1.417	4.583
低估	3.435	2.565
叮当	3.435	2.565
冬季	1.833	4.167
动静	3.583	2.417
惰性	3.292	2.708
砝码	2.696	3.304
帆布	1.667	4.333
钢笔	1.167	4.833
膈膜	3.304	2.696
跟踪	3.043	2.957
勾当	3.667	2.333
规定	2.652	3.348
合拍	3.250	2.750
衡量	3.542	2.458
后来	3.625	2.375
后腿	2.217	3.783
化验	2.667	3.333
黄色	2.250	3.750
惠顾	3.087	2.913
婚礼	1.833	4.167
积分	2.545	3.455
急促	3.167	2.833
价钱	2.500	3.500
价值	3.542	2.458
矫形	2.913	3.087
教主	2.625	3.375
解决	3.333	2.667
禁欲	2.870	3.130
旧事	3.333	2.667
剧情	3.083	2.917
爵士	2.417	3.583
开腔	3.300	2.700
堪称	3.958	2.042
考官	1.750	4.250
烤肉	1.625	4.375
孔雀	1.208	4.792
劳苦	3.739	2.261
老千	3.435	2.565
雷电	1.583	4.417
立场	3.583	2.417
利息	2.458	3.542
连累	3.304	2.696
镰刀	1.500	4.500
量子	3.478	2.522
轮回	4.043	1.957
马厩	1.542	4.458
蜜蜂	1.250	4.750
苗条	2.958	3.042
民俗	3.208	2.792
明天	2.333	3.667
念诵	2.391	3.609
女童	1.583	4.417
配合	3.083	2.917
披散	3.545	2.455
品质	3.333	2.667
品种	2.750	3.250
平静	3.208	2.792
祈福	3.250	2.750
潜力	3.708	2.292
蜻蜓	1.333	4.667
惹祸	3.333	2.667
仁兄	2.625	3.375
荣幸	3.625	2.375
撒娇	3.042	2.958
色彩	2.958	3.042
神话	3.667	2.333
声望	3.870	2.130
史诗	3.250	2.750
使命	3.667	2.333
适宜	3.833	2.167
收藏	2.522	3.478
淑女	2.542	3.458
水车	1.542	4.458
睡衣	1.417	4.583
体察	3.696	2.304
调停	3.478	2.522
铁桥	1.833	4.167
童工	1.708	4.292
望族	3.682	2.318
温差	2.833	3.167
吸热	3.208	2.792
心计	3.870	2.130
新潮	3.667	2.333
新婚	2.042	3.958
雄蜂	1.292	4.708
严寒	2.333	3.667
药材	1.917	4.083
要人	3.500	2.500
液晶	1.917	4.083
一样	3.435	2.565
衣橱	1.375	4.625
医药	2.542	3.458
遗书	2.083	3.917
遗物	1.917	4.083
营火	2.591	3.409
营养	3.478	2.522
勇夺	4.000	2.000
援兵	2.292	3.708
云朵	1.625	4.375
噪音	2.458	3.542
占据	3.565	2.435
长笛	1.542	4.458
照应	3.833	2.167
窒息	3.042	2.958
主题	3.783	2.217
驻军	2.174	3.826
装卸	2.042	3.958
桌面	1.875	4.125
茁壮	3.565	2.435
钻石	1.500	4.500
班级	2.333	3.667
扮演	3.208	2.792
绑匪	1.583	4.417
报告	2.522	3.478
暴晒	2.625	3.375
悲哀	3.708	2.292
北面	2.375	3.625
查案	2.542	3.458
柴油	1.375	4.625
乘法	2.375	3.625
吃饭	1.833	4.167
吃惊	3.250	2.750
池塘	1.417	4.583
赤足	2.250	3.750
璀璨	3.958	2.042
存活	3.348	2.652
搭车	2.042	3.958
打工	2.167	3.833
电话	1.500	4.500
独特	4.042	1.958
对峙	3.292	2.708
扉页	2.500	3.500
峰会	2.833	3.167
蜂蜜	1.292	4.708
福气	3.833	2.167
复杂	3.696	2.304
跟随	2.913	3.087
公爵	2.000	4.000
官职	2.565	3.435
锅盖	1.583	4.417
汉奸	2.250	3.750
核弹	1.500	4.500
后果	3.750	2.250
会员	2.458	3.542
混蛋	2.792	3.208
稽查	2.783	3.217
价格	2.125	3.875
坚决	3.348	2.652
减价	2.125	3.875
剪彩	2.083	3.917
简单	3.333	2.667
简明	3.667	2.333
酱油	1.625	4.375
叫苦	3.333	2.667
捷径	3.435	2.565
近日	3.292	2.708
决断	3.542	2.458
科技	3.042	2.958
蝌蚪	1.333	4.667
空壳	2.773	3.227
快活	3.750	2.250
旷野	2.917	3.083
扩张	3.708	2.292
乐园	2.625	3.375
雷声	1.875	4.125
聊天	2.375	3.625
菱形	1.833	4.167
零星	3.522	2.478
留学	2.000	4.000
陋室	3.000	3.000
卵巢	1.625	4.375
论据	3.043	2.957
螺旋	2.417	3.583
蒙混	3.625	2.375
名号	3.000	3.000
男女	1.875	4.125
内力	4.000	2.000
年代	2.522	3.478
念头	3.833	2.167
凝结	3.583	2.417
排外	3.696	2.304
叛乱	2.750	3.250
皮鞭	1.500	4.500
匹敌	3.500	2.500
前往	2.913	3.087
勤劳	3.042	2.958
人祸	3.292	2.708
丧命	2.458	3.542
山泉	1.750	4.250
赏赐	2.870	3.130
社员	2.208	3.792
省略	3.348	2.652
事迹	3.000	3.000
守望	3.435	2.565
寿宴	2.333	3.667
受孕	2.250	3.750
梳洗	2.167	3.833
鼠疫	1.792	4.208
四处	3.652	2.348
四海	3.625	2.375
松弛	3.348	2.652
台阶	2.250	3.750
太阳	1.333	4.667
淘汰	2.826	3.174
同步	3.333	2.667
骰子	1.375	4.625
图鉴	2.333	3.667
土著	2.696	3.304
蔚蓝	3.292	2.708
瞎子	2.043	3.957
享受	3.583	2.417
哮喘	2.000	4.000
刑警	1.583	4.417
宣传	3.167	2.833
掩饰	3.458	2.542
佯攻	3.435	2.565
以上	3.550	2.450
翌日	2.792	3.208
阴凉	2.792	3.208
英军	1.870	4.130
影坛	2.417	3.583
应当	3.818	2.182
硬币	1.458	4.542
幼稚	3.833	2.167
鱼竿	1.250	4.750
雨伞	1.542	4.458
遇险	3.091	2.909
御赐	3.333	2.667
炸鸡	1.458	4.542
只顾	4.000	2.000
制订	3.167	2.833
滞销	3.125	2.875
左脚	1.625	4.375
矮小	1.677	4.323
巴结	2.935	3.065
把握	3.581	2.419
斑纹	1.935	4.065
包抄	2.871	3.129
背叛	2.645	3.355
倍增	2.710	3.290
本土	2.367	3.633
表扬	1.968	4.032
冰糖	1.226	4.774
并且	3.750	2.250
病榻	2.400	3.600
仓促	3.065	2.935
沉默	2.355	3.645
赤子	3.036	2.964
丑事	2.903	3.097
出色	2.935	3.065
船票	1.258	4.742
创刊	2.433	3.567
地球	1.419	4.581
地狱	3.613	2.387
吊灯	1.258	4.742
定律	3.414	2.586
洞窟	2.032	3.968
短暂	3.500	2.500
婀娜	3.839	2.161
飞吻	1.935	4.065
风格	3.767	2.233
夫子	2.929	3.071
敷衍	3.129	2.871
俯视	2.323	3.677
负面	3.194	2.806
改善	3.172	2.828
感性	3.935	2.065
钢筋	1.323	4.677
股票	1.903	4.097
呵斥	2.677	3.323
赫然	4.071	1.929
欢聚	2.065	3.935
幻象	3.903	2.097
换气	2.310	3.690
荒岛	1.581	4.419
回声	2.484	3.516
及时	2.828	3.172
纪念	3.032	2.968
艰苦	2.710	3.290
兼职	1.968	4.032
交通	2.033	3.967
巨大	2.548	3.452
开除	2.032	3.968
扣押	2.097	3.903
枯燥	3.129	2.871
列国	3.250	2.750
临海	2.065	3.935
令郎	1.828	4.172
流言	3.129	2.871
吗啡	1.774	4.226
门锁	1.161	4.839
门诊	1.839	4.161
绵力	3.708	2.292
渺小	3.226	2.774
明晚	1.581	4.419
明月	1.484	4.516
命苦	3.161	2.839
漂流	2.452	3.548
婆婆	1.419	4.581
前辈	1.903	4.097
前生	3.233	2.767
钳制	3.000	3.000
桥头	1.581	4.419
憔悴	2.613	3.387
亲人	1.774	4.226
去处	3.226	2.774
劝解	2.645	3.355
群众	2.194	3.806
认罪	2.613	3.387
弱智	2.645	3.355
扫描	2.613	3.387
善后	3.129	2.871
声调	2.129	3.871
失恋	2.032	3.968
手册	1.677	4.323
树脂	1.710	4.290
塑胶	1.516	4.484
谈天	3.267	2.733
贴近	2.700	3.300
通过	2.655	3.345
徒手	2.516	3.484
拖延	2.968	3.032
外资	2.290	3.710
晚装	1.600	4.400
王室	1.900	4.100
王族	2.323	3.677
位于	3.241	2.759
温度	2.129	3.871
无机	3.462	2.538
县城	1.806	4.194
象棋	1.226	4.774
笑声	1.742	4.258
新人	2.258	3.742
信任	2.833	3.167
信箱	1.323	4.677
宿舍	1.323	4.677
需要	3.355	2.645
驯服	3.067	2.933
衙门	1.774	4.226
亚军	1.500	4.500
遗容	2.323	3.677
疑惑	3.300	2.700
应战	3.065	2.935
佣金	2.129	3.871
忧愁	3.226	2.774
鱼塘	1.419	4.581
再见	2.517	3.483
在场	2.484	3.516
执导	3.034	2.966
止血	1.710	4.290
指挥	2.065	3.935
志气	3.452	2.548
治标	3.143	2.857
重启	2.290	3.710
重生	3.133	2.867
助阵	2.710	3.290
醉心	4.000	2.000
碍眼	3.290	2.710
边沿	2.467	3.533
便秘	1.839	4.161
别墅	1.387	4.613
不料	3.690	2.310
布料	1.774	4.226
采访	2.032	3.968
采用	2.742	3.258
承办	2.871	3.129
除外	3.483	2.517
触动	3.194	2.806
纯粹	3.968	2.032
祠堂	1.452	4.548
刺杀	1.968	4.032
代谢	2.967	3.033
毒品	1.548	4.452
恩惠	3.161	2.839
防卫	2.452	3.548
仿冒	2.774	3.226
放荡	3.581	2.419
枫叶	1.290	4.710
奉告	3.129	2.871
佛教	1.839	4.161
否则	3.467	2.533
扶助	2.645	3.355
负担	2.933	3.067
纲领	2.600	3.400
公尺	1.677	4.323
公函	1.767	4.233
惯性	2.806	3.194
国民	1.935	4.065
过境	2.429	3.571
海床	2.516	3.484
海滩	1.387	4.613
行人	1.871	4.129
贺卡	1.581	4.419
花瓣	1.516	4.484
花费	2.645	3.355
回礼	2.161	3.839
荟萃	3.483	2.517
晦涩	3.929	2.071
畸形	2.677	3.323
激战	2.710	3.290
极光	2.000	4.000
己见	3.516	2.484
贱人	2.621	3.379
交给	2.867	3.133
焦虑	3.065	2.935
教宗	2.536	3.464
结账	1.774	4.226
解析	2.806	3.194
戒指	1.258	4.742
金币	1.355	4.645
禁闭	2.710	3.290
开支	2.258	3.742
苛求	3.258	2.742
科学	3.194	2.806
克星	2.935	3.065
口味	2.806	3.194
匮乏	3.355	2.645
老伯	1.484	4.516
力学	2.839	3.161
炼钢	1.677	4.323
料想	3.548	2.452
烈焰	2.226	3.774
临终	2.333	3.667
铃声	1.645	4.355
裸体	1.484	4.516
盲点	3.097	2.903
冒犯	3.355	2.645
铭记	2.968	3.032
木屋	1.290	4.710
拿走	2.484	3.516
内向	3.161	2.839
披露	3.323	2.677
瀑布	1.161	4.839
气力	2.690	3.310
弃婴	1.645	4.355
铅球	1.258	4.742
巧匠	2.613	3.387
俏皮	2.968	3.032
惬意	3.516	2.484
清醒	2.581	3.419
任何	3.655	2.345
日记	1.484	4.516
熔化	2.065	3.935
三角	1.677	4.323
诗人	1.742	4.258
使用	2.677	3.323
薯条	1.226	4.774
他日	3.690	2.310
特别	3.700	2.300
体贴	2.774	3.226
天花	2.172	3.828
调情	3.452	2.548
退步	2.806	3.194
蜕变	3.100	2.900
温驯	2.968	3.032
午睡	1.710	4.290
务必	3.290	2.710
溪谷	1.867	4.133
相对	3.516	2.484
香气	2.129	3.871
性格	3.065	2.935
宿怨	3.467	2.533
锈迹	2.258	3.742
酗酒	2.097	3.903
雪人	1.452	4.548
窑洞	1.290	4.710
营造	3.161	2.839
在位	3.133	2.867
早上	1.613	4.387
展品	1.806	4.194
真空	2.516	3.484
挣脱	3.129	2.871
殖民	2.419	3.581
治安	2.581	3.419
中叶	3.231	2.769
准则	3.097	2.903
灼热	2.700	3.300
咨询	2.645	3.355
罪人	2.258	3.742
包括	2.760	3.240
饱尝	2.840	3.160
保险	2.000	4.000
变态	3.304	2.696
表白	2.346	3.654
兵力	2.423	3.577
财神	2.120	3.880
操练	2.192	3.808
曾祖	1.615	4.385
厂房	1.500	4.500
承认	2.423	3.577
澄清	2.654	3.346
踌躇	3.087	2.913
出丑	3.077	2.923
出价	2.240	3.760
出境	1.923	4.077
处罚	2.720	3.280
传令	2.500	3.500
传说	3.692	2.308
啜泣	1.880	4.120
次等	3.308	2.692
搭档	1.923	4.077
嫡传	1.885	4.115
典籍	2.038	3.962
点灯	1.846	4.154
碘酒	1.231	4.769
儿女	1.423	4.577
发狂	3.240	2.760
反弹	3.417	2.583
反攻	2.769	3.231
锋利	2.440	3.560
敷药	1.885	4.115
浮现	3.885	2.115
妇科	2.308	3.692
告别	2.577	3.423
官能	3.652	2.348
贵姓	1.920	4.080
过客	3.000	3.000
海岸	1.885	4.115
海峡	1.923	4.077
寒假	1.846	4.154
行动	3.192	2.808
合理	3.600	2.400
回忆	3.654	2.346
火山	1.231	4.769
极权	3.792	2.208
寄生	3.231	2.769
加冕	2.920	3.080
缰绳	2.200	3.800
接触	3.000	3.000
结合	3.462	2.538
锦标	3.080	2.920
精华	3.960	2.040
窘境	3.269	2.731
开恩	3.609	2.391
课本	1.500	4.500
来信	1.885	4.115
滥用	3.538	2.462
历险	3.308	2.692
伶俐	3.308	2.692
灵性	4.154	1.846
幔帐	2.583	3.417
面相	2.640	3.360
呐喊	2.000	4.000
男人	1.231	4.769
闹市	2.269	3.731
宁愿	3.846	2.154
扭伤	1.962	4.038
暖气	1.769	4.231
虐待	2.680	3.320
培训	2.346	3.654
飘泊	3.577	2.423
屏障	3.038	2.962
歧途	3.423	2.577
气量	4.375	1.625
器官	1.885	4.115
穷人	2.115	3.885
如果	4.417	1.583
洒脱	3.577	2.423
上演	3.360	2.640
生肖	1.808	4.192
失窃	2.038	3.962
市镇	1.680	4.320
事务	2.808	3.192
树林	1.423	4.577
送货	1.769	4.231
讨伐	3.080	2.920
污水	1.423	4.577
无耻	3.731	2.269
误会	3.269	2.731
蜥蜴	1.154	4.846
洗雪	4.286	1.714
仙人	3.840	2.160
相近	3.375	2.625
香艳	3.615	2.385
想法	3.731	2.269
心醉	3.923	2.077
信奉	3.577	2.423
性质	3.423	2.577
许久	3.083	2.917
选举	2.038	3.962
延长	3.038	2.962
演变	3.462	2.538
仰角	2.800	3.200
腰带	1.269	4.731
遗照	1.462	4.538
屹立	3.462	2.538
抑制	3.346	2.654
右手	1.154	4.846
圆滑	3.885	2.115
栽培	2.962	3.038
针线	1.462	4.538
真实	3.346	2.654
镇定	3.115	2.885
知音	3.269	2.731
忠贞	3.500	2.500
周到	3.654	2.346
专注	3.346	2.654
追忆	3.846	2.154
走失	2.231	3.769
足迹	2.577	3.423
组队	2.077	3.923
遵照	2.846	3.154
安静	2.920	3.080
百姓	2.000	4.000
伴郎	1.654	4.346
表象	3.808	2.192
病历	1.615	4.385
波及	3.800	2.200
才能	3.577	2.423
谗言	3.423	2.577
猖狂	3.760	2.240
车箱	1.423	4.577
撤职	2.462	3.538
冲锋	2.654	3.346
出生	2.115	3.885
出席	2.000	4.000
磁铁	1.692	4.308
打动	3.462	2.538
担任	3.077	2.923
得救	2.500	3.500
的确	3.304	2.696
敌意	3.308	2.692
地震	1.385	4.615
地主	1.808	4.192
动词	3.308	2.692
堵塞	2.600	3.400
度过	3.440	2.560
对骂	2.385	3.615
恶运	3.692	2.308
仿生	3.391	2.609
飞弛	3.375	2.625
封条	1.692	4.308
烽火	2.423	3.577
夫妻	1.500	4.500
伏法	2.750	3.250
干部	2.192	3.808
干线	2.920	3.080
革职	2.423	3.577
阁下	2.160	3.840
根治	2.840	3.160
贡品	2.192	3.808
规则	2.720	3.280
闺秀	2.320	3.680
后盾	3.120	2.880
后勤	2.308	3.692
候选	2.577	3.423
回味	3.731	2.269
混合	3.269	2.731
记述	2.769	3.231
甲子	2.273	3.727
江山	3.280	2.720
叫喊	2.154	3.846
阶段	3.385	2.615
揭露	3.115	2.885
解脱	3.692	2.308
锦衣	2.720	3.280
举办	2.654	3.346
绝对	3.250	2.750
客官	1.846	4.154
口碑	3.385	2.615
宽恕	3.615	2.385
礼节	3.038	2.962
流行	3.808	2.192
旅费	1.962	4.038
满座	2.077	3.923
门路	3.500	2.500
免疫	3.160	2.840
女孩	1.346	4.654
爬山	1.654	4.346
胚胎	2.269	3.731
批次	2.769	3.231
劈柴	1.615	4.385
频繁	3.200	2.800
评定	2.920	3.080
破坏	2.654	3.346
魄力	3.846	2.154
切磋	3.269	2.731
请愿	3.120	2.880
躯壳	2.346	3.654
仁厚	3.308	2.692
乳房	1.269	4.731
撒谎	3.192	2.808
时差	2.385	3.615
识别	2.885	3.115
拾荒	2.600	3.400
食粮	1.840	4.160
室内	1.731	4.269
受难	3.160	2.840
疏远	3.360	2.640
说谎	3.000	3.000
嘶叫	2.385	3.615
四周	2.680	3.320
松鼠	1.077	4.923
素描	2.120	3.880
套房	1.667	4.333
贴身	2.577	3.423
托管	2.462	3.538
拖鞋	1.115	4.885
网络	2.808	3.192
位列	3.038	2.962
虾米	1.577	4.423
巷子	1.731	4.269
橡树	1.346	4.654
宵禁	2.385	3.615
笑骂	2.760	3.240
新年	1.769	4.231
修补	2.385	3.615
阎王	2.640	3.360
药物	1.654	4.346
依照	3.269	2.731
银币	1.385	4.615
用兵	3.040	2.960
诱导	3.538	2.462
迂腐	3.840	2.160
余波	3.583	2.417
原始	3.269	2.731
招租	2.308	3.692
支出	2.423	3.577
肢体	1.808	4.192
制裁	3.308	2.692
主妇	2.038	3.962
紫红	2.115	3.885
总和	2.360	3.640
走散	2.615	3.385
座位	1.538	4.462
挨饿	2.000	4.000
爱情	3.400	2.600
安祥	2.958	3.042
把戏	3.240	2.760
包厢	1.440	4.560
报社	1.440	4.560
卑职	3.208	2.792
北约	1.842	4.158
背后	2.458	3.542
背脊	1.760	4.240
便餐	1.920	4.080
遍布	3.417	2.583
标本	2.000	4.000
波浪	1.760	4.240
脖子	1.160	4.840
不然	4.053	1.947
不幸	3.360	2.640
草书	2.000	4.000
倡议	3.000	3.000
成本	2.520	3.480
成长	3.542	2.458
冲动	3.583	2.417
冲破	3.120	2.880
次要	3.320	2.680
打雷	1.600	4.400
佃农	1.696	4.304
而今	3.583	2.417
发愁	3.083	2.917
发慌	3.120	2.880
发射	2.125	3.875
范畴	3.783	2.217
俘虏	1.880	4.120
干掉	3.130	2.870
古板	3.240	2.760
诡计	3.125	2.875
国家	1.720	4.280
含蓄	3.360	2.640
何谓	4.000	2.000
轰动	3.042	2.958
候鸟	1.680	4.320
画面	2.720	3.280
籍贯	1.680	4.320
继承	2.760	3.240
家事	2.680	3.320
建功	3.083	2.917
僵硬	2.600	3.400
讲师	1.560	4.440
今昔	3.409	2.591
卷轴	1.833	4.167
决斗	2.480	3.520
军人	1.120	4.880
亢奋	3.320	2.680
蓝鲸	1.160	4.840
老早	3.760	2.240
冷清	3.320	2.680
零用	2.619	3.381
蒙古	1.160	4.840
妙计	3.120	2.880
明朝	1.458	4.542
默祷	3.500	2.500
某些	4.304	1.696
叛逆	3.280	2.720
朋友	1.667	4.333
评论	1.917	4.083
棋子	1.870	4.130
气候	2.292	3.708
墙壁	1.320	4.680
情人	2.360	3.640
区分	2.913	3.087
去向	3.208	2.792
犬齿	1.870	4.130
筛选	2.826	3.174
山羊	1.040	4.960
商榷	3.500	2.500
商议	3.080	2.920
上书	2.783	3.217
师父	1.720	4.280
蔬菜	1.840	4.160
耍弄	3.520	2.480
水塔	1.542	4.458
睡意	3.160	2.840
颂赞	3.280	2.720
太空	2.720	3.280
淘金	2.958	3.042
特辑	2.583	3.417
庭园	1.480	4.520
顽童	2.208	3.792
围困	3.250	2.750
味蕾	2.560	3.440
伍长	2.545	3.455
务农	2.120	3.880
先驱	2.720	3.280
霰弹	1.667	4.333
新奇	3.750	2.250
熊市	2.591	3.409
虚名	3.520	2.480
悬崖	1.560	4.440
熏陶	3.800	2.200
烟囱	1.320	4.680
延时	3.160	2.840
研究	3.080	2.920
研习	3.080	2.920
野兽	1.720	4.280
异物	2.880	3.120
有关	3.458	2.542
愿意	3.333	2.667
韵律	3.360	2.640
炸药	1.360	4.640
张开	3.043	2.957
长子	1.400	4.600
兆头	3.880	2.120
着陆	2.320	3.680
着手	3.042	2.958
政见	2.792	3.208
值钱	3.000	3.000
指南	2.565	3.435
置业	2.455	3.545
住院	1.720	4.280
转型	3.440	2.560
准许	2.958	3.042
奏乐	2.240	3.760
足球	1.120	4.880
作乐	3.160	2.840
做作	3.875	2.125
拜师	2.200	3.800
暴力	2.640	3.360
本身	3.091	2.909
操纵	3.440	2.560
钞票	1.320	4.680
朝代	2.280	3.720
朝鲜	1.120	4.880
撤退	2.560	3.440
称赞	2.960	3.040
出身	2.920	3.080
床垫	1.200	4.800
吹牛	3.160	2.840
纯正	3.440	2.560
蠢材	2.417	3.583
答应	2.760	3.240
打火	2.125	3.875
打捞	1.920	4.080
大臣	1.720	4.280
待人	2.960	3.040
道场	2.130	3.870
定期	2.720	3.280
毒打	2.080	3.920
多种	3.261	2.739
扼杀	3.240	2.760
发型	1.880	4.120
放羊	1.375	4.625
肺炎	1.520	4.480
分工	2.880	3.120
奋斗	3.520	2.480
伏兵	2.280	3.720
胳膊	1.080	4.920
桂冠	2.292	3.708
果树	1.720	4.280
过时	3.280	2.720
化痰	2.480	3.520
怀旧	3.360	2.640
荒唐	3.480	2.520
会费	1.667	4.333
会见	2.600	3.400
或许	3.958	2.042
冀望	4.120	1.880
假冒	2.958	3.042
尖刀	1.667	4.333
坚强	3.160	2.840
教堂	1.520	4.480
景象	2.640	3.360
纠正	2.792	3.208
考生	1.560	4.440
恐吓	2.840	3.160
枯井	1.750	4.250
兰花	1.120	4.880
篮子	1.280	4.720
雷同	3.208	2.792
练习	2.640	3.360
卖弄	3.360	2.640
漫画	1.880	4.120
描写	3.080	2.920
藐视	3.440	2.560
名牌	2.000	4.000
那天	3.500	2.500
溺爱	3.000	3.000
年糕	1.320	4.680
娘家	1.720	4.280
喷泉	1.360	4.640
片酬	2.120	3.880
沏茶	1.640	4.360
前景	3.625	2.375
窃笑	2.625	3.375
劝阻	2.640	3.360
缺德	3.000	3.000
容忍	2.875	3.125
入狱	1.760	4.240
撒网	2.000	4.000
杀菌	1.880	4.120
上路	3.045	2.955
蛇蝎	2.875	3.125
设立	3.000	3.000
神学	3.043	2.957
生涯	3.360	2.640
省悟	3.304	2.696
失守	3.043	2.957
首长	1.760	4.240
瘦弱	2.240	3.760
舒适	2.960	3.040
说客	2.160	3.840
四散	3.400	2.600
送客	2.320	3.680
踏入	2.875	3.125
太公	2.043	3.957
态度	3.320	2.680
贪污	2.120	3.880
搪瓷	2.318	3.682
体面	3.120	2.880
体坛	2.250	3.750
铜器	1.720	4.280
